Age,Quantity,Price,TotalAmount,Month,Gender_Male,Gender_Other,City_Bengaluru,City_Chennai,City_Delhi,City_Hyderabad,City_Jaipur,City_Kolkata,City_Lucknow,City_Mumbai,City_Pune,ProductCategory_Books,ProductCategory_Electronics,ProductCategory_Fashion,ProductCategory_Furniture,ProductCategory_Groceries,ProductCategory_Sports,PaymentMode_Cash,PaymentMode_UPI,PaymentMode_Wallet,DayOfWeek_Monday,DayOfWeek_Saturday,DayOfWeek_Sunday,DayOfWeek_Thursday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,AgeGroup_26-40,AgeGroup_41-60,AgeGroup_60+
-0.7695704026774156,0.030457787662631554,1.4023714847824078,1.0746797200566114,-1.046535664836295,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
-1.626186143306442,1.4470990742966523,-1.0226455148161042,-0.3598429682235658,-1.6416654145299512,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0.15293885646153607,-1.3861834989713893,-1.687615170481974,-1.2617232797015945,-0.7489707899894666,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False
-1.560292624796517,1.4470990742966523,0.3179050144251969,1.301377084508612,0.4412887093978461,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
-0.24242225459801464,-1.3861834989713893,0.44311738575802556,-0.733639395920136,0.7388535842446743,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False
1.207235152620338,-0.6778628556543789,0.18491108329202297,-0.3140827113620251,-0.45140591514263845,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
-0.9672509582071909,1.4470990742966523,-1.2136474371882158,-0.5965339519901558,1.0364184590915024,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
-0.6377833656575653,1.4470990742966523,1.487261228058902,2.7504518851240682,1.3339833339383307,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
-0.24242225459801464,1.4470990742966523,-0.1652591077235148,0.7026365589064603,-0.15384104029581028,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
1.6684897821898137,-1.3861834989713893,-0.9214852374116156,-1.0718445127243967,-1.344100539683123,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True
0.15293885646153607,1.4470990742966523,0.6709048635499512,1.7388170878401987,-0.15384104029581028,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
0.3506194119913114,1.4470990742966523,0.013009353157122617,0.9235481437552776,-0.45140591514263845,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False
-0.1106352175781644,-0.6778628556543789,0.1856184978193271,-0.31373205805274124,-1.046535664836295,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False
0.8777675600707123,0.738778430979642,-1.3636193169766886,-0.8821410724018409,-1.046535664836295,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False
-1.2967185507568164,1.4470990742966523,-1.6352664954614693,-1.1190073828230729,-0.45140591514263845,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False
1.0754481156004876,-1.3861834989713893,0.3645943732272686,-0.753100654585389,-0.45140591514263845,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
-1.6920796618163672,-1.3861834989713893,-0.4248802392441256,-0.94876520116577,0.7388535842446743,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
-0.7695704026774156,1.4470990742966523,-0.07471004822858786,0.814845617877288,0.4412887093978461,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
-0.24242225459801464,-0.6778628556543789,-0.6717679092732624,-0.7387238689047516,-0.7489707899894666,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
0.28472589348138627,-1.3861834989713893,-0.2119484665255865,-0.8959918781185525,-1.046535664836295,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
0.745980523050862,0.030457787662631554,-1.6048476707873922,-1.1612611065917753,-0.45140591514263845,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
0.08704533795161094,-0.6778628556543789,1.4186420189104025,0.29745666002898663,-0.45140591514263845,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
-1.033144476717116,-0.6778628556543789,1.6846298811767504,0.42930230431970934,1.3339833339383307,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False
0.21883237497146119,1.4470990742966523,-1.0792386770004336,-0.4299736300803332,-1.344100539683123,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
